,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,label
0,489.1735294117013,757.7035729417441,301.7958797404143,595.2752061424005,15.333118452858516,19.12166504788844,11.8214918538287,16.849473584097677,0.01506238840863986,0.014376147827971406,0.015923126935071048,0.014674294425815124,0.9010192307401589,0.8464718996804719,0.9388530186390875,0.8793838729405493,precancer
1,222.13041522491486,429.123778124847,360.98598820058766,476.1918329574019,9.90970011534031,13.773740528660886,12.53880899705023,14.56885881196245,0.019183814925526982,0.01737715618262885,0.01770864734501667,0.017030415647607256,0.91090404109103,0.8273737002973006,0.8548856824358149,0.8084391446485345,precancer
2,446.24772999631307,601.6480999479843,309.7885813148784,554.2409740297668,14.100767422566475,16.639805656777423,11.61605536332192,15.347481057320863,0.014246472205880942,0.013209286189625104,0.015660868478611225,0.01393093563677768,0.7784123168365973,0.7010667395174104,0.8464850299475214,0.7246229398891824,precancer
3,380.8074622999504,682.9059800732052,412.6980767902882,623.6046534417196,13.253456314031245,17.66654946119303,13.81279627669279,17.20579936536305,0.031587122524863155,0.030830836761828167,0.03140626552764588,0.03066881992410057,0.9398882106664699,0.8921409339093824,0.9348465644334244,0.9015070020833553,precancer
4,88.5290145648956,130.42126207415356,68.23129181084227,109.6439123141881,5.711859328908559,6.879102319393979,4.932952710495931,6.289478859390499,0.05804358248059855,0.057075935162691625,0.058858016215329524,0.05733625936882745,0.9657941894524276,0.9496349668000316,0.9736421854156321,0.9576585524000277,precancer
5,166.44805953147662,291.79399888752454,140.24943593875219,257.0706489628886,8.556387495397516,11.457409739775768,7.950518015424954,10.67838913562953,0.031542432485195185,0.029232477837178784,0.03140733990330524,0.0292974116588605,0.9093059801264497,0.8410317122038561,0.9236211258936514,0.8599490685414583,precancer
6,166.38381638898755,256.98371324240765,140.18728559916414,291.6779366456518,8.555714400773052,10.677726252201946,7.949907908368397,11.456516288199417,0.031546416490931144,0.029302053354139608,0.03140978753212652,0.029233378874066497,0.9093360705569417,0.8599887782865245,0.9236508112475932,0.841086256896681,precancer
7,296.0485232188785,452.8965527179918,289.4449522274545,537.1198003280076,11.463880131627072,14.200865206978959,11.218740646943159,15.4508443117406,0.021709580656055414,0.020199699261027392,0.022021923160841894,0.02001856032676029,0.9085939300822142,0.8601691552369685,0.9107124844007828,0.8341657474269433,precancer
8,447.3913509402646,550.2238186130088,327.44461361014993,655.5364104344044,13.030431876843874,14.51621262074211,11.14738177623989,15.64355370466844,0.019555421155424368,0.018665182464334126,0.02040109410014496,0.018712430515131634,0.8264925318286351,0.7867353004140089,0.8731060804147913,0.7459190959454235,precancer
9,447.8277101769892,656.2821447163179,327.7338177623965,550.7084157557005,13.03581305309759,15.649788883105575,11.151372549019566,14.522285846492592,0.019552781463680537,0.018714767083669422,0.02040234281659597,0.018664822194200698,0.8264571207087192,0.7458261845536632,0.8730918901670826,0.7867120564693516,precancer
